lp,bill_id,introduction_date,cap_topic,cap_subtopic
12,C011,1991-02-19,25,2502
12,E002,1991-02-19,16,1606
12,C012,1991-02-19,25,2502
12,E003,1991-02-20,16,1606
12,F001,1991-02-26,25,2502
12,F003,1991-03-07,4,402
12,Q003,1991-03-07,7,705
12,G005,1991-03-08,5,505
12,D003,1991-03-08,1,105
12,D004,1991-03-08,1,107
12,D006,1991-03-08,1,107
12,D008,1991-03-08,1,105
12,G007,1991-03-08,5,500
12,D005,1991-03-11,1,107
12,D007,1991-03-11,25,2502
12,D009,1991-03-11,1,105
12,G006,1991-03-11,5,500
12,XG001,1991-03-15,13,1300
12,XB001,1991-03-15,12,1223
12,XC003,1991-03-15,15,1522
12,XQ001,1991-03-15,7,710
13,XG001,1991-03-15,13,1308
12,B003,1991-03-20,25,2503
12,XG002,1991-03-21,13,1300
12,C015,1991-03-22,25,2502
12,D010,1991-03-25,25,2502
12,C013,1991-04-05,15,1521
12,E004,1991-04-05,15,1599
12,F004,1991-04-05,15,1522
12,XA002,1991-04-05,19,1929
12,XE002,1991-04-09,18,1804
12,G008,1991-04-11,25,2504
12,C014,1991-04-17,7,700
12,G009,1991-04-23,13,1303
12,B005,1991-04-24,20,2011
12,F005,1991-04-24,4,402
12,I003,1991-04-24,13,1308
12,F006,1991-04-25,4,402
12,O001,1991-04-26,6,600
12,B004,1991-04-26,20,2004
12,XB002,1991-04-26,12,1223
12,XD002,1991-04-26,1,107
12,XD003,1991-04-26,1,107
12,XJ002,1991-04-26,10,1003
12,XJ003,1991-04-26,10,1003
12,XJ004,1991-04-26,10,1003
12,I004,1991-05-03,2,230
12,O002,1991-05-06,6,603
12,I005,1991-05-08,13,1303
12,C016,1991-05-08,25,2502
12,L002,1991-05-08,25,2504
12,B006,1991-05-14,25,2503
12,J001,1991-05-14,10,1010
13,B004,1991-05-14,12,1209
12,S001,1991-05-16,2,207
12,XC005,1991-05-16,2,200
12,R003,1991-05-21,3,335
12,C019,1991-05-24,12,1208
12,E005,1991-05-24,25,2502
12,B007,1991-05-24,12,1201
12,C017,1991-05-24,12,1204
12,C018,1991-05-24,12,1204
12,J002,1991-05-24,10,1010
12,XC004,1991-05-24,19,1925
12,XJ005,1991-05-24,10,1003
13,C018,1991-05-24,12,1208
12,I006,1991-05-28,13,1304
12,H001,1991-06-03,16,1608
12,C020,1991-06-04,20,2012
12,C021,1991-06-04,20,2012
12,C024,1991-06-04,3,343
12,C022,1991-06-06,20,2012
12,C023,1991-06-06,20,2012
12,S002,1991-06-06,2,207
12,B008,1991-06-07,25,2503
12,F007,1991-06-11,4,402
12,B009,1991-06-12,25,2503
12,G010,1991-06-12,13,1303
12,E006,1991-06-12,25,2502
12,C026,1991-06-12,12,1202
12,B010,1991-06-12,25,2503
12,E007,1991-06-13,16,1606
12,XE003,1991-06-13,25,2502
12,E008,1991-06-14,16,1606
12,G011,1991-06-21,13,1303
12,S003,1991-06-21,2,207
12,C027,1991-06-26,2,202
12,E009,1991-06-28,18,1802
12,S004,1991-07-01,2,207
12,L003,1991-07-10,14,1401
12,C029,1991-07-12,12,1204
12,A001,1991-08-16,16,1605
12,B011,1991-08-16,16,1616
12,C030,1991-08-16,15,1520
12,C031,1991-08-16,15,1505
12,C032,1991-08-16,15,1507
12,C033,1991-08-16,25,2503
12,D013,1991-08-16,18,1807
12,D014,1991-08-16,1,105
12,E010,1991-08-16,16,1605
12,E011,1991-08-16,1,105
12,E012,1991-08-16,18,1803
12,G012,1991-08-16,16,1609
12,H002,1991-08-16,16,1608
12,I007,1991-08-16,13,1308
12,L004,1991-08-16,15,1525
12,R004,1991-08-16,3,300
12,XA003,1991-08-16,16,1605
12,XA004,1991-08-16,19,1929
12,XA005,1991-08-16,19,1908
12,XD004,1991-08-16,1,107
12,XJ006,1991-08-16,10,1003
12,XK001,1991-08-16,20,2003
12,XQ002,1991-08-16,7,705
12,R005,1991-08-28,13,1308
12,XA006,1991-09-03,19,1929
12,XA007,1991-09-03,19,1908
12,D017,1991-09-03,1,107
12,C034,1991-09-03,12,1208
12,C036,1991-09-04,2,207
12,C035,1991-09-06,25,2502
12,D015,1991-09-06,1,107
12,D016,1991-09-06,20,2001
12,M001,1991-09-06,5,508
12,B015,1991-09-10,25,2503
12,G013,1991-09-12,3,301
12,R007,1991-09-18,3,335
12,B012,1991-09-18,2,230
12,G015,1991-09-18,3,301
12,R006,1991-09-18,3,302
12,R008,1991-09-19,3,302
12,S005,1991-09-20,13,1308
12,S006,1991-09-20,13,1308
12,G014,1991-09-27,25,2504
12,I002,1991-09-27,25,2504
12,R009,1991-09-27,3,325
12,XJ007,1991-09-27,10,1007
12,G016,1991-10-01,5,502
12,B014,1991-10-07,20,2004
12,G017,1991-10-09,13,1303
12,B013,1991-10-10,20,2004
12,J003,1991-10-10,10,1002
12,D018,1991-10-11,1,104
12,E013,1991-10-14,8,800
12,B016,1991-10-16,25,2503
12,D019,1991-10-18,1,105
12,F008,1991-10-29,25,2502
12,D020,1991-10-30,25,2502
12,B017,1991-10-30,20,2011
12,B019,1991-10-30,16,1609
12,C037,1991-11-05,15,1599
12,C038,1991-11-05,12,1204
12,C039,1991-11-05,15,1507
12,F009,1991-11-05,4,402
12,E015,1991-11-06,8,800
12,G018,1991-11-06,5,500
12,B018,1991-11-08,20,2002
12,E014,1991-11-08,6,609
13,B008,1991-11-08,20,2007
12,B020,1991-11-12,16,1619
12,B021,1991-11-13,7,701
12,C040,1991-11-13,5,503
12,C041,1991-11-21,20,2012
12,C042,1991-11-26,14,1401
12,B022,1991-11-26,16,1603
12,F010,1991-11-27,4,402
12,R011,1991-11-27,3,322
12,G019,1991-11-28,2,205
12,B023,1991-12-04,2,230
12,C043,1991-12-04,12,1204
12,F011,1991-12-04,4,402
12,C045,1991-12-05,20,2012
12,C044,1991-12-06,12,1204
12,L005,1991-12-06,14,1406
12,I009,1991-12-11,13,1308
12,F013,1991-12-11,4,402
12,C046,1991-12-11,10,1003
12,G020,1991-12-11,13,1300
12,J004,1991-12-11,10,1003
12,C050,1991-12-12,12,1208
12,C059,1991-12-17,14,1401
12,C052,1991-12-20,2,202
12,B024,1992-01-03,2,208
12,C047,1992-01-03,12,1208
12,C048,1992-01-03,25,2500
12,C049,1992-01-03,15,1507
12,D021,1992-01-03,1,108
12,D022,1992-01-03,25,2502
12,F012,1992-01-03,4,401
12,I008,1992-01-03,13,1304
12,K001,1992-01-03,17,1706
12,XJ008,1992-01-03,10,1005
12,C051,1992-01-09,25,2503
12,O003,1992-01-09,6,603
12,J005,1992-01-20,10,1002
12,R012,1992-01-29,12,1203
12,G021,1992-01-29,2,206
12,C053,1992-01-30,12,1204
12,F014,1992-01-31,4,402
12,B025,1992-01-31,2,208
12,XA008,1992-01-31,19,1908
12,XD005,1992-01-31,18,1807
12,B026,1992-02-05,20,2004
12,C055,1992-02-05,14,1400
12,F015,1992-02-07,4,406
12,C056,1992-02-11,10,1001
12,C057,1992-02-12,25,2502
12,B027,1992-02-12,2,230
12,F016,1992-02-12,25,2502
12,C058,1992-02-13,2,230
12,B028,1992-02-13,2,230
12,B032,1992-02-18,2,230
12,O004,1992-02-19,6,601
12,L007,1992-02-21,14,1400
12,XA009,1992-02-21,16,1605
12,XB003,1992-02-21,19,1929
12,XG003,1992-02-21,5,501
12,XG004,1992-02-21,5,501
12,XG005,1992-02-21,5,501
12,C061,1992-02-26,2,207
12,C064,1992-02-28,14,1401
13,C005,1992-02-28,14,1403
12,C062,1992-02-28,25,2503
12,C063,1992-02-28,14,1400
12,C060,1992-03-03,12,1210
12,C065,1992-03-04,25,2502
12,C066,1992-03-05,14,1401
12,C068,1992-03-11,25,2502
12,C070,1992-03-12,20,2015
12,C067,1992-03-13,25,2501
12,C069,1992-03-17,12,1204
12,F017,1992-03-17,4,403
12,E016,1992-03-18,25,2502
12,D023,1992-03-19,16,1614
12,L008,1992-03-19,14,1406
12,C071,1992-03-24,25,2503
12,B029,1992-03-26,20,2004
12,C075,1992-03-27,25,2502
12,B030,1992-03-27,20,2004
12,C076,1992-04-02,2,207
12,C072,1992-04-03,2,208
12,C073,1992-04-03,12,1207
12,C074,1992-04-03,25,2502
12,D024,1992-04-03,20,2001
12,D025,1992-04-03,20,2004
12,D026,1992-04-03,1,107
12,F018,1992-04-03,4,402
12,F019,1992-04-03,4,400
12,G022,1992-04-03,5,501
12,M002,1992-04-03,13,1308
12,XA010,1992-04-03,19,1908
12,XA011,1992-04-03,19,1908
12,XB004,1992-04-03,2,208
12,XJ009,1992-04-03,10,1003
12,XQ003,1992-04-03,7,710
12,XQ004,1992-04-03,7,710
13,M002,1992-04-03,3,325
12,B031,1992-04-08,12,1202
12,D027,1992-04-08,1,107
12,C077,1992-04-24,12,1208
12,R013,1992-04-24,3,325
12,XJ010,1992-04-24,10,1007
12,XJ011,1992-04-24,10,1007
12,C078,1992-04-28,14,1400
12,L006,1992-05-04,14,1400
12,R014,1992-05-05,3,343
13,M001,1992-05-05,3,343
12,H003,1992-05-06,16,1608
12,J007,1992-05-06,10,1005
12,J006,1992-05-07,10,1001
12,E017,1992-05-14,25,2502
12,S007,1992-05-14,2,207
12,D029,1992-05-15,10,1001
12,B033,1992-05-15,16,1608
12,D028,1992-05-15,1,105
12,O005,1992-05-15,6,698
12,Q004,1992-05-15,7,700
12,XE004,1992-05-15,18,1804
12,XE005,1992-05-15,18,1804
12,XE006,1992-05-15,18,1804
12,G023,1992-05-19,13,1304
12,F020,1992-05-21,4,407
12,C079,1992-05-29,14,1400
12,D030,1992-05-29,1,100
12,F021,1992-05-29,4,406
12,R015,1992-05-29,3,331
12,XC006,1992-05-29,10,1003
12,XD006,1992-05-29,18,1807
12,XE007,1992-05-29,19,1910
12,B034,1992-06-19,20,2004
12,R016,1992-06-23,3,322
12,C080,1992-06-23,16,1602
12,S008,1992-06-24,2,207
12,C081,1992-06-29,12,1207
12,C082,1992-07-01,12,1204
12,G025,1992-07-06,5,503
12,C083,1992-07-07,14,1400
12,C084,1992-07-07,12,1210
12,G024,1992-07-08,2,205
12,B035,1992-07-17,2,230
12,C085,1992-07-21,16,1600
12,L017,1992-08-10,14,1400
12,R019,1992-08-14,3,302
12,R018,1992-08-14,3,301
12,A002,1992-08-14,19,1910
12,B037,1992-08-14,20,2004
12,B038,1992-08-14,2,230
12,B039,1992-08-14,20,2004
12,B040,1992-08-14,16,1608
12,B041,1992-08-14,20,2004
12,C086,1992-08-14,15,1507
12,D031,1992-08-14,15,1501
12,D032,1992-08-14,25,2502
12,D033,1992-08-14,1,105
12,E018,1992-08-14,1,105
12,E019,1992-08-14,1,105
12,F022,1992-08-14,4,401
12,G026,1992-08-14,5,500
12,I010,1992-08-14,3,332
12,J008,1992-08-14,10,1005
12,J009,1992-08-14,10,1002
12,L009,1992-08-14,14,1499
12,Q005,1992-08-14,7,703
12,R017,1992-08-14,12,1203
12,XA012,1992-08-14,16,1602
12,XA013,1992-08-14,19,1910
12,XA014,1992-08-14,25,2503
12,XB005,1992-08-14,17,1707
12,XB006,1992-08-14,19,1929
12,XK002,1992-08-14,17,1706
12,XR001,1992-08-14,12,1203
12,C088,1992-08-17,2,208
12,C089,1992-09-04,15,1522
12,C090,1992-09-04,12,1204
12,E020,1992-09-04,15,1500
12,E021,1992-09-04,19,1910
12,H004,1992-09-04,16,1608
12,I011,1992-09-04,21,2101
12,XC007,1992-09-04,15,1522
12,XP001,1992-09-04,19,1906
12,B042,1992-09-08,2,230
12,C091,1992-09-15,12,1206
12,C093,1992-09-18,12,1204
12,G027,1992-09-23,5,504
12,C094,1992-09-24,12,1210
12,A004,1992-09-25,20,2001
12,C092,1992-09-25,15,1522
12,K002,1992-10-01,20,2003
12,L010,1992-10-02,14,1401
12,D034,1992-10-02,1,107
12,C096,1992-10-06,12,1210
12,C095,1992-10-06,14,1400
12,A003,1992-10-06,19,1910
13,C016,1992-10-06,10,1001
12,D035,1992-10-07,18,1807
12,C097,1992-10-09,2,200
12,F023,1992-10-09,4,400
12,D037,1992-10-14,1,107
12,D038,1992-10-14,18,1807
12,C099,1992-10-16,14,1403
12,C098,1992-10-16,15,1500
12,D036,1992-10-16,20,2001
12,M003,1992-10-16,12,1207
12,R020,1992-10-16,25,2599
12,XQ005,1992-10-16,7,709
12,XQ006,1992-10-16,7,709
12,Q006,1992-10-21,7,700
12,F024,1992-10-21,4,405
12,J010,1992-10-22,10,1005
12,D039,1992-10-29,10,1001
12,E022,1992-10-29,15,1526
12,J011,1992-10-29,10,1002
12,A005,1992-11-04,20,2011
12,A006,1992-11-04,20,2011
12,L011,1992-11-05,14,1401
12,R021,1992-11-05,3,301
12,J013,1992-11-06,10,1000
12,J012,1992-11-06,10,1010
12,Q007,1992-11-06,7,709
12,XA015,1992-11-06,16,1602
12,XA016,1992-11-06,6,601
12,XA017,1992-11-06,19,1908
12,XB007,1992-11-06,15,1526
12,XD007,1992-11-06,1,107
12,XD008,1992-11-06,1,107
12,XE008,1992-11-06,18,1807
12,XE009,1992-11-06,19,1910
12,XE010,1992-11-06,19,1910
12,XJ012,1992-11-06,10,1007
12,XQ007,1992-11-06,7,705
12,I012,1992-11-10,13,1302
12,C101,1992-11-10,14,1400
12,C102,1992-11-10,12,1210
12,XE011,1992-11-10,18,1804
12,B084,1992-11-11,12,1200
12,J014,1992-11-11,10,1000
12,J015,1992-11-17,10,1002
12,C104,1992-11-17,12,1207
12,C105,1992-11-25,20,2012
12,H005,1992-11-26,16,1608
12,B036,1992-11-27,20,2007
12,L012,1992-12-03,14,1400
12,L013,1992-12-08,14,1400
12,J016,1992-12-08,10,1001
12,C107,1992-12-09,14,1400
12,C110,1992-12-10,12,1204
12,C106,1992-12-10,2,207
12,G028,1992-12-10,5,500
12,B044,1992-12-10,20,2004
12,D040,1992-12-11,1,104
12,C109,1992-12-30,12,1204
13,C008,1992-12-30,12,1204
12,L014,1993-01-04,20,2014
12,C108,1993-01-04,12,1207
12,D041,1993-01-04,1,108
12,E023,1993-01-04,20,2007
12,J017,1993-01-04,10,1002
12,M004,1993-01-04,13,1305
12,XA018,1993-01-04,19,1926
12,XB008,1993-01-04,20,2004
12,XC008,1993-01-04,19,1925
12,XJ013,1993-01-04,10,1003
12,XQ008,1993-01-04,7,709
12,XQ009,1993-01-04,21,2104
12,C111,1993-01-13,16,1602
12,G029,1993-01-13,13,1304
12,Q008,1993-01-13,7,700
12,B045,1993-01-19,2,230
12,D043,1993-01-20,1,100
12,G030,1993-01-21,13,1308
12,R022,1993-01-21,12,1203
12,D042,1993-01-22,25,2502
12,XD009,1993-01-22,1,107
12,XD010,1993-01-22,18,1807
12,XJ014,1993-01-22,10,1003
12,C112,1993-02-03,10,1002
13,C003,1993-02-03,12,1210
12,G031,1993-02-05,12,1210
12,C115,1993-02-09,12,1210
12,G032,1993-02-11,12,1210
12,C116,1993-02-11,12,1204
12,XG006,1993-02-12,13,1308
12,XG007,1993-02-12,13,1308
12,O006,1993-02-12,6,601
12,C117,1993-02-12,12,1210
12,B046,1993-02-12,20,2002
12,C113,1993-02-12,25,2503
12,C114,1993-02-12,12,1204
12,F025,1993-02-12,4,498
12,XJ015,1993-02-12,10,1007
13,XG002,1993-02-12,13,1308
12,B047,1993-02-17,20,2011
12,I013,1993-02-19,13,1304
13,I004,1993-02-19,3,334
12,D044,1993-02-23,20,2001
12,I014,1993-02-25,3,325
13,I003,1993-02-25,3,325
12,B048,1993-03-02,2,230
12,D049,1993-03-02,20,2001
12,I015,1993-03-02,2,230
12,D048,1993-03-04,1,100
12,D045,1993-03-04,20,2001
12,D046,1993-03-05,20,2001
12,D047,1993-03-05,1,105
12,J018,1993-03-09,10,1000
12,B054,1993-03-10,2,230
12,B049,1993-03-10,2,207
12,G033,1993-03-10,15,1520
12,L015,1993-03-11,14,1406
12,E024,1993-03-22,8,806
12,G034,1993-03-23,12,1210
12,J019,1993-03-23,10,1005
12,C119,1993-03-23,10,1005
12,G036,1993-03-24,15,1520
12,B050,1993-03-24,20,2012
12,C120,1993-03-26,15,1525
12,C121,1993-03-26,10,1005
12,G035,1993-03-26,20,2015
12,H006,1993-03-26,16,1608
12,J020,1993-03-26,10,1005
12,XA019,1993-03-26,20,2012
12,XE012,1993-03-26,19,1910
12,XF001,1993-03-26,4,406
12,XG008,1993-03-26,13,1303
12,B051,1993-04-01,20,2004
12,E025,1993-04-01,19,1910
12,D050,1993-04-07,20,2001
12,J021,1993-04-16,10,1002
12,D051,1993-04-16,25,2502
12,G037,1993-04-16,2,208
12,J022,1993-04-16,10,1002
12,Q009,1993-04-16,7,703
12,XJ016,1993-04-16,10,1002
12,B052,1993-04-20,19,1929
12,B053,1993-04-20,20,2011
12,F026,1993-04-21,4,402
12,O007,1993-04-21,6,603
12,G038,1993-04-27,13,1303
12,J023,1993-05-04,10,1002
12,XD012,1993-05-07,1,107
12,B055,1993-05-07,20,2004
12,C118,1993-05-07,15,1522
12,G039,1993-05-07,5,505
12,M005,1993-05-07,2,202
12,Q010,1993-05-07,7,704
12,XD011,1993-05-07,1,107
12,XD013,1993-05-07,1,107
12,XD014,1993-05-07,1,107
12,XD015,1993-05-07,18,1807
12,XJ017,1993-05-07,17,1708
12,XQ010,1993-05-07,7,704
12,C122,1993-05-10,12,1204
12,G040,1993-05-11,5,505
12,G041,1993-05-12,5,505
12,L016,1993-05-13,14,1400
12,F027,1993-05-19,4,402
12,F028,1993-05-26,4,403
12,R023,1993-05-28,17,1798
12,C123,1993-05-28,15,1505
12,C124,1993-05-28,12,1204
12,E026,1993-05-28,15,1599
12,E027,1993-05-28,15,1500
12,F029,1993-05-28,4,400
12,F030,1993-05-28,4,406
12,R024,1993-05-28,3,325
12,XA020,1993-05-28,16,1602
12,XJ018,1993-05-28,10,1007
12,XQ011,1993-05-28,7,710
12,F031,1993-06-04,4,407
12,C087,1993-06-09,10,1002
12,B056,1993-06-09,2,230
12,G042,1993-06-09,5,500
12,B060,1993-06-15,2,206
12,B062,1993-06-15,20,2012
12,B058,1993-06-15,20,2012
12,C160,1993-06-15,2,206
12,B061,1993-06-15,20,2012
12,B063,1993-06-15,20,2012
12,F033,1993-06-16,4,400
12,B057,1993-06-16,20,2012
12,F032,1993-06-16,4,407
12,R025,1993-06-16,3,398
12,D063,1993-06-21,16,1619
12,B064,1993-06-23,20,2012
12,G043,1993-06-24,3,301
12,G044,1993-06-24,5,503
12,G045,1993-06-28,13,1303
12,G046,1993-06-28,5,505
12,C125,1993-06-30,12,1207
12,C126,1993-07-05,12,1204
12,R026,1993-07-14,3,302
12,C127,1993-07-27,10,1002
12,C132,1993-08-11,5,501
12,R027,1993-08-13,3,333
12,G049,1993-08-13,5,503
12,B070,1993-08-13,20,2004
12,B066,1993-08-13,20,2004
12,B067,1993-08-13,20,2004
12,B068,1993-08-13,20,2004
12,B069,1993-08-13,17,1707
12,B071,1993-08-13,20,2002
12,B072,1993-08-13,20,2015
12,C128,1993-08-13,25,2502
12,C129,1993-08-13,12,1208
12,C130,1993-08-13,15,1521
12,C131,1993-08-13,12,1204
12,D052,1993-08-13,1,105
12,D053,1993-08-13,1,105
12,D054,1993-08-13,1,105
12,D055,1993-08-13,1,105
12,E028,1993-08-13,1,105
12,E029,1993-08-13,15,1500
12,G047,1993-08-13,13,1304
12,G048,1993-08-13,13,1300
12,G050,1993-08-13,5,505
12,J024,1993-08-13,10,1007
12,R028,1993-08-13,3,325
12,R029,1993-08-13,3,321
12,XA021,1993-08-13,16,1609
12,XA022,1993-08-13,6,601
12,XC009,1993-08-13,12,1200
12,XD016,1993-08-13,1,107
12,XE013,1993-08-13,8,803
12,XE014,1993-08-13,6,609
12,XO001,1993-08-13,6,601
12,XQ012,1993-08-13,7,705
12,L018,1993-08-27,14,1406
12,G051,1993-08-30,15,1599
13,G002,1993-08-30,15,1599
12,C134,1993-09-01,12,1204
12,C133,1993-09-03,12,1204
12,C135,1993-09-03,12,1207
12,D057,1993-09-03,1,107
12,L019,1993-09-03,14,1401
12,Q011,1993-09-03,7,700
12,XD017,1993-09-03,15,1501
12,C136,1993-09-07,12,1210
12,D056,1993-09-07,1,107
12,C137,1993-09-07,12,1210
12,Q012,1993-09-13,7,703
12,L020,1993-09-17,14,1406
12,C138,1993-09-17,12,1210
13,C042,1993-09-17,12,1210
12,Q013,1993-09-20,7,799
12,B073,1993-09-20,2,208
12,G052,1993-09-21,4,402
12,M006,1993-09-22,2,202
12,R030,1993-09-24,2,208
12,XA023,1993-09-24,16,1602
12,XB009,1993-09-24,2,230
12,XQ013,1993-09-24,7,711
12,I016,1993-09-28,20,2002
13,I001,1993-09-28,13,1308
12,B074,1993-09-28,25,2503
12,B075,1993-09-28,20,2012
12,B076,1993-09-29,20,2012
12,B077,1993-09-29,20,2030
12,C139,1993-10-15,12,1204
12,B079,1993-10-15,20,2004
12,B078,1993-10-15,20,2012
12,C140,1993-10-15,7,710
12,D058,1993-10-15,1,107
12,D059,1993-10-15,20,2001
12,J025,1993-10-15,10,1003
12,XC010,1993-10-15,7,710
13,C019,1993-10-15,12,1204
12,B080,1993-10-20,21,2101
12,C141,1993-10-20,20,2012
12,E030,1993-10-20,15,1521
12,E031,1993-10-20,15,1599
12,G053,1993-10-20,13,1303
12,P001,1993-10-22,19,1901
12,D064,1993-10-22,16,1619
12,C144,1993-10-22,12,1210
13,C011,1993-10-22,12,1210
12,C143,1993-10-27,5,503
12,C142,1993-10-27,15,1507
12,D060,1993-10-28,25,2502
12,C147,1993-10-28,12,1208
12,F034,1993-11-04,4,403
12,G054,1993-11-05,5,500
12,C145,1993-11-05,15,1522
12,C146,1993-11-05,12,1204
12,D061,1993-11-05,15,1500
12,D062,1993-11-05,15,1599
12,Q014,1993-11-05,7,700
12,XE015,1993-11-05,19,1910
12,XE016,1993-11-05,19,1910
12,XG009,1993-11-05,5,503
12,C148,1993-11-09,12,1204
12,B065,1993-11-10,20,2004
12,B082,1993-11-10,20,2011
12,G055,1993-11-10,5,503
12,B081,1993-11-10,2,206
12,C149,1993-11-10,20,2012
12,C150,1993-11-11,12,1210
12,F035,1993-11-11,4,400
12,J026,1993-11-11,10,1007
12,C103,1993-11-15,10,1002
12,C151,1993-11-23,12,1204
12,G056,1993-11-24,13,1303
12,E032,1993-11-25,25,2502
12,B083,1993-11-25,2,201
12,R031,1993-11-27,4,403
12,J028,1993-12-01,10,1007
12,C169,1993-12-01,2,200
12,C168,1993-12-03,2,200
12,C152,1993-12-07,25,2503
12,D065,1993-12-07,20,2001
12,E033,1993-12-08,8,805
12,E034,1993-12-08,8,805
12,C157,1993-12-08,20,2012
12,J029,1993-12-08,10,1007
12,G057,1993-12-15,20,2004
12,B087,1993-12-17,20,2004
12,B088,1993-12-17,20,2004
12,C153,1993-12-24,12,1208
12,R032,1993-12-24,3,323
12,C154,1993-12-24,12,1204
12,C155,1993-12-24,12,1208
12,C156,1993-12-24,12,1204
12,D066,1993-12-24,1,104
12,D067,1993-12-24,25,2502
12,E035,1993-12-24,8,800
12,I017,1993-12-24,13,1304
12,Q015,1993-12-24,7,704
12,R033,1993-12-24,3,321
12,R034,1993-12-24,4,403
12,R035,1993-12-24,3,343
12,XA024,1993-12-24,19,1926
12,XB010,1993-12-24,2,230
12,XC011,1993-12-24,12,1200
12,XJ019,1993-12-24,10,1003
12,XJ020,1993-12-24,10,1007
12,XJ021,1993-12-24,10,1007
12,C158,1994-01-11,12,1204
12,R036,1994-01-11,3,300
12,C161,1994-01-12,20,2012
12,B090,1994-01-13,2,230
13,B001,1994-01-13,2,230
12,B086,1994-01-14,20,2000
12,B089,1994-01-14,20,2002
12,C159,1994-01-14,25,2502
12,D068,1994-01-14,15,1501
12,D069,1994-01-14,15,1505
12,E036,1994-01-14,18,1800
12,R037,1994-01-14,3,300
12,XD018,1994-01-14,18,1807
12,XJ022,1994-01-14,10,1003
12,XQ014,1994-01-14,7,710
12,B091,1994-01-18,20,2014
12,B059,1994-01-19,2,206
12,L021,1994-01-19,14,1406
12,M007,1994-01-20,3,302
12,S009,1994-01-20,2,207
12,C170,1994-01-20,2,200
12,S010,1994-01-25,2,207
12,C162,1994-01-27,2,200
12,C163,1994-01-31,2,200
12,C165,1994-02-01,20,2003
12,C164,1994-02-01,15,1500
12,K003,1994-02-01,20,2003
12,D070,1994-02-01,20,2008
12,E037,1994-02-01,15,1520
12,G058,1994-02-01,5,500
12,C167,1994-02-01,15,1520
12,C166,1994-02-01,15,1502
12,D072,1994-02-02,16,1619
13,D001,1994-02-02,25,2501
12,O008,1994-02-04,6,600
12,C174,1994-02-04,12,1207
12,C175,1994-02-04,12,1202
12,E038,1994-02-04,15,1520
12,C171,1994-02-04,15,1500
12,C172,1994-02-04,15,1599
12,C173,1994-02-04,20,2003
12,F036,1994-02-04,4,400
12,K004,1994-02-04,20,2003
12,XA025,1994-02-04,19,1926
12,XG010,1994-02-04,5,501
12,XG011,1994-02-04,5,501
12,XJ023,1994-02-04,10,1003
12,XQ015,1994-02-04,7,700
12,C177,1994-02-09,12,1204
12,C207,1994-02-09,2,200
13,C015,1994-02-09,12,1204
12,D071,1994-02-10,1,107
12,XJ024,1994-02-10,10,1002
12,C176,1994-02-18,12,1200
12,G059,1994-02-22,5,503
13,G001,1994-02-22,5,503
12,D073,1994-02-24,15,1500
12,J027,1994-02-24,10,1002
12,B085,1994-03-01,2,230
12,S011,1994-03-02,2,207
12,G060,1994-03-02,5,503
12,B092,1994-03-04,20,2004
12,S012,1994-03-08,2,200
12,L022,1994-03-09,14,1400
12,B094,1994-03-09,2,230
12,H007,1994-03-09,16,1608
12,J030,1994-03-09,10,1005
12,E039,1994-03-10,7,700
12,R040,1994-03-14,3,341
12,G061,1994-03-16,5,503
12,C179,1994-03-18,12,1208
12,XB011,1994-03-18,19,1929
12,C178,1994-03-18,18,1807
12,XC012,1994-03-18,12,1210
12,J032,1994-03-18,10,1002
12,A007,1994-03-18,16,1605
12,B093,1994-03-18,2,230
12,J031,1994-03-18,10,1000
12,R038,1994-03-18,3,321
12,R039,1994-03-18,15,1525
12,XA026,1994-03-18,16,1605
12,XB012,1994-03-18,12,1223
12,XE017,1994-03-18,19,1910
12,XE018,1994-03-18,19,1910
12,XE019,1994-03-18,18,1804
12,XE020,1994-03-18,18,1804
12,XJ025,1994-03-18,10,1003
12,XJ026,1994-03-18,10,1002
12,XN001,1994-03-18,8,801
13,XB002,1994-03-18,19,1910
13,XC003,1994-03-18,12,1210
12,G062,1994-03-22,5,503
12,G063,1994-03-22,13,1308
13,G006,1994-03-22,13,1308
12,C180,1994-03-31,12,1204
13,C007,1994-03-31,12,1204
12,A008,1994-04-08,19,1902
12,E040,1994-04-08,1,105
12,F037,1994-04-08,4,402
12,XA027,1994-04-08,19,1902
12,XD019,1994-04-08,1,107
12,XJ027,1994-04-08,10,1007
12,C181,1994-04-12,12,1208
13,C002,1994-04-12,12,1208
12,C182,1994-04-13,14,1401
12,B095,1994-04-14,20,2004
12,S013,1994-04-15,3,302
12,D074,1994-04-15,5,500
12,C187,1994-04-15,12,1204
13,I005,1994-04-15,3,302
12,C183,1994-04-19,12,1204
13,C013,1994-04-19,12,1204
12,F038,1994-04-19,4,499
12,C185,1994-04-20,12,1204
12,C184,1994-04-20,12,1204
12,E041,1994-04-21,15,1520
12,B098,1994-04-21,20,2001
13,B002,1994-04-21,20,2001
12,C186,1994-04-21,15,1520
12,B096,1994-04-27,17,1707
12,C188,1994-04-27,2,207
12,I018,1994-04-29,14,1401
12,G064,1994-04-29,5,500
12,XC013,1994-04-29,15,1500
12,B097,1994-04-29,15,1599
12,XE021,1994-04-29,18,1802
12,XQ016,1994-04-29,7,705
13,G008,1994-04-29,5,500
13,XC002,1994-04-29,12,1210
12,B100,1994-05-10,20,2002
13,B005,1994-05-10,20,2002
